ID	UNNAMED	ORP	ORF	ORT	PHM	PHT	IPA	TRA	CONCEPT	CSA	SRC	REF	COA	EML_(AUTEUR)	EMF_(AUTEUR)	EMT_(AUTEUR)	EML_(SAISIE)	EMF_(SAISIE)	EMT_(SAISIE)	CGR	DV	TOKENS	DOCULECT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT	COGIDS	STRUCTURE	PATTERNS
761	134	0	0	akuti			akuti	añuje; roedor de tamaño mediano y de color oscuro. Dasyprocta fuliginosa	agouti, Dasyprocta fuliginosa		9	27								N.		a k u t i	Kokama	7 1 7 1 7	XBYBZ	AKYTI	1	1.A.V 1.K.C 1.Y.V 1.T.C 1.I.V	1.5 1.75 1.3 1.75 0.8	0	41	a k u t i	40	c c c c c	1-gen_a/a 4-gen_k/k 5-gen_u/u 7-gen_t/t 8-gen_i/i
979	420	419	2	ɨwɨtu			ɨwɨtu	aire	air		9	85								N.		ɨ w ɨ t u	Kokama	7 6 7 1 7	XBYBZ	IWITY	1	1.I.V 1.W.C 1.I.V 1.T.C 1.Y.V	1.5 1.75 1.3 1.75 0.8	0	42	ɨ w ɨ t u	42	c c c c c	0/n 0/n 0/n 0/n 0/n
131	69	0	0		ɨkɨi		ɨkɨi	ají	ají, pepper													ɨ k ɨ i	Omagua	7 1 7 7	XBYZ	IKII	2	2.I.V 2.K.C 2.I.V 2.I.V	1.5 1.75 1.3 0.8	0	45	ɨ k ɨ - i - -	45	c c c c	37-13/ɨ 4-gen_k/k 73-4/i 13-glott_loss/- 132-1/- 64-9/- 1111-fin_a_morph/a
2574	106	0	0	nhandy ~ nhandu			ɲandɨ	pimenta	ají, pepper	OL: Also /ɲandu/	2	107										ɲ a nd ɨ	Tupinamba	4 7 4 1 7	AXMBZ	NANTI	3	3.N.C 3.A.V 3.N.c 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8	0	44	ɲ a nd ɨ	44	c c c c	0/n 0/n 0/n 0/n
2939	105	0	0	quyynha			kɨʔɨɲa	pimenta	ají, pepper		2	137										k ɨ ʔ ɨ ɲ a	Tupinamba	1 7 1 7 4 7	AXBYBZ	KIHINA	3	3.K.C 3.I.V 3.H.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	43	- k ɨ ʔ ɨ ɲ a	45	c c c c c c	37-13/ɨ 4-gen_k/k 73-4/i 13-glott_loss/- 132-1/- 64-9/- 1111-fin_a_morph/a
927	103	0	0	ɨki ~ ɨkɨ			ɨki	ají, Capiscum annuum	ají, pepper, Capiscum annuum	OL: Also /ɨkɨ/	9	75								N.		ɨ k i	Kokama	7 1 2007	XBZ	IKI	1	1.I.V 1.K.C 1.I.V	1.5 1.75 0.8	0	46	ɨ k i - - - -	45	c c c	37-13/ɨ 4-gen_k/k 73-4/i 13-glott_loss/- 132-1/- 64-9/- 1111-fin_a_morph/a
570	460	0	0		upa		upa		all													u p a	Omagua	7 1 2007	XBZ	YPA	2	2.Y.V 2.P.C 2.A.V	1.5 1.75 0.8	0	47	u p a	52	c c c	14-o>u/u 6-gen_p/p 22-18/-
571	459	0	0		upai		upai		all													u p a i	Omagua	7 1 7 7	XBYZ	YPAI	2	2.Y.V 2.P.C 2.A.V 2.I.V	1.5 1.75 1.3 0.8	0	47	u p a - i	47	c c c c	14-o>u/u 6-gen_p/p 31-kok_simp/- 20-fin_b_loss/- 51-nas_i/i
1448	660	0	0	upi			upi	todos	all		9	230								Adv.		u p i	Kokama	7 1 2007	XBZ	YPI	1	1.Y.V 1.P.C 1.I.V	1.5 1.75 0.8	0	47	u p - - i	47	c c c	14-o>u/u 6-gen_p/p 31-kok_simp/- 20-fin_b_loss/- 51-nas_i/i
2383	795	403	2	memé			memé	todos	all		2	88										m e m é	Tupinamba	4 7 4 7	AXBZ	MEME	3	3.M.C 3.E.V 3.M.C 3.E.V	2.0 1.5 1.75 0.8	0	50	m e m é	50	c c c c	0/n 0/n 0/n 0/n
2648	798	0	0	opá			opá	todos, tôdas, tudo	all		2	117										o p á	Tupinamba	7 1 2007	XBZ	UPA	3	3.U.V 3.P.C 3.A.V	1.5 1.75 0.8	0	47	o p á	52	c c c	14-o>u/u 6-gen_p/p 22-18/-
2649	791	0	0	opab			opaβ	todos, tôdas, tudo	all		2	117										o p a β	Tupinamba	7 1 7 3	XBYN	UPAB	3	3.U.V 3.P.C 3.A.V 3.B.c	1.5 1.75 1.3 0.8	0	48	o p a β	48	c c c c	14-o>u/u 6-gen_p/p 1-gen_a/a 17-b>w/w
2650	793	0	0	opabẽnhé			opaβẽɲé	todos, tôdas, tudo	all		2	117										o p a β ẽ + ɲ é	Tupinamba	7 1 7 3 7 4 7	XBYBYBZ	UPABENE	3	3.U.V 3.P.C 3.A.V 3.B.C 3.E.V 3.N.C 3.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	47	o p a β ẽ + ɲ é	47 460	c c c c c c c	14-o>u/u 6-gen_p/p 31-kok_simp/- 20-fin_b_loss/- 51-nas_i/i + 0/n 0/n
2651	794	0	0	opabĩ ~ opabĩngatu ~ opabĩnhé			opaβĩNatu	todos, tôdas, tudo	all	OL: Also /opaβĩ/ ~ /opaβĩɲé/	2	117										o p a β ĩ + ɴ a t u	Tupinamba	7 1 7 3 7 4 7 1 7	XBYBYBYBZ	UPABINATY	3	3.U.V 3.P.C 3.A.V 3.B.C 3.I.V 3.N.C 3.A.V 3.T.C 3.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	47	o p a β ĩ + ɴ a t u	47 74	c c c c c c c c c	14-o>u/u 6-gen_p/p 31-kok_simp/- 20-fin_b_loss/- 51-nas_i/i + 22-18/- 22-18/- 22-18/- 22-18/-
2652	792	0	0	opacatu			opakatu	todos, tôdas, tudo	all		2	117										o p a + k a t u	Tupinamba	7 1 7 1 7 1 7	XBYBYBZ	UPAKATY	3	3.U.V 3.P.C 3.A.V 3.K.C 3.A.V 3.T.C 3.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	47	o p a + k a t u	52 74	c c c c c c c	14-o>u/u 6-gen_p/p 22-18/- + 22-18/- 22-18/- 22-18/- 22-18/-
2663	797	0	0	pab			paβ	todos, tôdas, tudo	all		2	119										p a β	Tupinamba	1 7 2003	AXN	PAB	3	3.P.C 3.A.V 3.B.c	2.0 1.5 0.8	0	48	- p a β	48	c c c	14-o>u/u 6-gen_p/p 1-gen_a/a 17-b>w/w
3048	796	796	2	tetiruã			tetiɾuã	todos	all	OL: Cf. <ruã>	2	151										t e t i ɾ u ã	Tupinamba	1 7 1 7 5 7 7	AXBYBYZ	TETIRYA	3	3.T.C 3.E.V 3.T.C 3.I.V 3.R.C 3.Y.V 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	49	t e t i ɾ u ã	49	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
2639	1577	1315	3	ojepé ~ mojepé			mojepé	todos juntos	all together	OL: Also /ojepé/	2	116, 94										m o j e p é	Tupinamba	4 7 6 7 1 7	AXBYBZ	MUJEPE	3	3.M.C 3.U.V 3.J.C 3.E.V 3.P.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	51	m o j e p é	51	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
47	268	0	0		awi		awi		already													a w i	Omagua	7 6 2007	XBZ	AWI	2	2.A.V 2.W.C 2.I.V	1.5 1.75 0.8	0	54	a w i	54	c c c	1-gen_a/a 74-5/- 94-fin_e>i_j/i
735	351	0	0	ai			aj	ya, indica que una acción se inició o concluyó.	already		9	20										a j	Kokama	7 6	XN	AJ	1	1.A.V 1.J.c	1.5 0.8	0	55	a - j	54	c c	1-gen_a/a 74-5/- 94-fin_e>i_j/i
2081	400	0	0	é nhé			é ɲé	já	already		2	57										é _ ɲ é	Tupinamba	7 9 4 7	X_AX	E_NE	3	3.E.V 3._._ 3.N.C 3.E.V	1.5 0.0 2.0 1.5	0	53	é _ ɲ é	53 0	c _ c c	34-fin_e>i/i + 0/n 0/n
2082	401	0	0	é umã ~ é umuã			é umuã	já́	already	OL: Also /é umã/	2	60										é _ u m u ã	Tupinamba	7 9 7 4 7 7	X_XBYZ	E_YMYA	3	3.E.V 3._._ 3.Y.V 3.M.C 3.Y.V 3.A.V	1.5 0.0 1.5 1.75 1.3 0.8	0	52	é _ u m u - - ã	53 1355	c _ c c c c	34-fin_e>i/i + 52-u>ɨ_lab/ɨ 12-gen_m/m 52-u>ɨ_lab/ɨ 115-2/n 77-3/w 26-nas_a/a
3117	398	398	1	umuã ~ ymuã ~ ymã			umuã	já	already	OL: Also /ɨmuã ~ ɨmã/	2	164, 165, 156										u m u ã	Tupinamba	7 4 7 7	XBYZ	YMYA	3	3.Y.V 3.M.C 3.Y.V 3.A.V	1.5 1.75 1.3 0.8	0	52	u m u - - ã	1355	c c c c	52-u>ɨ_lab/ɨ 12-gen_m/m 52-u>ɨ_lab/ɨ 115-2/n 77-3/w 26-nas_a/a
50	452	0	0		ayaNpai		ajaNpai	FS	also													a j a ɴ p a i	Omagua	7 6 7 4 1 7 7	XBYMBYZ	AJANPAI	2	2.A.V 2.J.C 2.A.V 2.N.c 2.P.C 2.A.V 2.I.V	1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	59	a j a ɴ p a i	59	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
299	453	0	0		muɾiapai		muɾiapai		also													m u ɾ i a p a i	Omagua	4 7 5 7 7 1 7 7	AXBYYBYZ	MYRIAPAI	2	2.M.C 2.Y.V 2.R.C 2.I.V 2.A.V 2.P.C 2.A.V 2.I.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 0.8	0	57	m u ɾ i a p a i	57	c c c c c c c c	12-gen_m/m 5-gen_u/u 3-gen_ɾ/ɾ 8-gen_i/i 1-gen_a/a 6-gen_p/p 1-gen_a/a 8-gen_i/i
300	454	0	0		muɾiatai		muɾiatai	MS	also													m u ɾ i a t a i	Omagua	4 7 5 7 7 1 7 7	AXBYYBYZ	MYRIATAI	2	2.M.C 2.Y.V 2.R.C 2.I.V 2.A.V 2.T.C 2.A.V 2.I.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 0.8	0	57	m u ɾ i a t a i	57	c c c c c c c c	12-gen_m/m 5-gen_u/u 3-gen_ɾ/ɾ 8-gen_i/i 1-gen_a/a 6-gen_p/p 1-gen_a/a 8-gen_i/i
1621	774	0	0	-no			no	também	also		2	112										n o	Tupinamba	4 7	AX	NU	3	3.N.C 3.U.V	2.0 1.5	0	58	n o	58	c c	0/n 0/n
1645	773	773	1	abé			aβé	também; logo que;	also		2	20										a β é	Tupinamba	7 3 2007	XBZ	ABE	3	3.A.V 3.B.C 3.E.V	1.5 1.75 0.8	0	56	a β é	54	c c c	1-gen_a/a 74-5/- 94-fin_e>i_j/i
1914	772	769	1	bé			βé	também	also		2	40										β é	Tupinamba	3 7	AX	BE	3	3.B.C 3.E.V	2.0 1.5	1	56	β é	56	c c	0/n 0/n
2382	775	403	3	memé			memé	também	also		2	88										m e m é	Tupinamba	4 7 4 7	AXBZ	MEME	3	3.M.C 3.E.V 3.M.C 3.E.V	2.0 1.5 1.75 0.8	1	60	m e m é	60	c c c c	0/n 0/n 0/n 0/n
1507	646	0	0	yai			jaj	también	also (FS)		9	250	término usado por las mujeres, los hombres dicen 'riai'. Se usa como conjunción al interior de una oración, y como conector discursivo.							Part.		j a j	Kokama	6 7 2006	AXN	JAJ	1	1.J.C 1.A.V 1.J.c	2.0 1.5 0.8	0	61	j a j	61	c c c	0/n 0/n 0/n
1217	647	0	0	riai			ɾjaj	también	also (MS)	EKL: 'male discourse. Women say 'yai'	9	173	discurso másculino. Las mujeres dicen 'yai'							Part.		ɾ j a j	Kokama	5 6 7 6	ACXN	RJAJ	1	1.R.C 1.J.C 1.A.V 1.J.c	2.0 1.5 1.5 0.8	0	62	ɾ j a j	62	c c c c	0/n 0/n 0/n 0/n
2255	402	0	0	jepi			jepi	sempre, sempre que, cada vez que	always		2	77										j e p i	Tupinamba	6 7 1 7	AXBZ	JEPI	3	3.J.C 3.E.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	0	64	j e p i	64	c c c c	0/n 0/n 0/n 0/n
2381	403	403	5	memé			memé	sempre (que); cada vez que	always		2	88										m e m é	Tupinamba	4 7 4 7	AXBZ	MEME	3	3.M.C 3.E.V 3.M.C 3.E.V	2.0 1.5 1.75 0.8	1	63	m e m é	63	c c c c	0/n 0/n 0/n 0/n
2811	593	593	1	potaba			potaβa	quinhão, porção	amount, portion		2	130										p o t a β a	Tupinamba	1 7 1 7 3 7	AXBYBZ	PUTABA	3	3.P.C 3.U.V 3.T.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	65	p o t a β a	65	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1917	1386	769	5	bé			βé	e	and		2	40										β é	Tupinamba	3 7	AX	BE	3	3.B.C 3.E.V	2.0 1.5	1	66	β é	66	c c	0/n 0/n
702	424	0	0		yumɨɾa		jumɨɾa	become angry	angry, mad, be angry (intr)													j u m ɨ ɾ a	Omagua	6 7 4 7 5 7	AXBYBZ	JYMIRA	2	2.J.C 2.Y.V 2.M.C 2.I.V 2.R.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	67	j u m - ɨ ɾ a	67	c c c c c c	15-gen_j/j 95-2/u 12-gen_m/m 135-2/- 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 1001-1/a
1591	602	0	0	yumɨra			jumɨɾa	tener rabia, estar molesto, enfurecerse, amargarse.	angry, mad, be angry (intr)		9	271								V.		j u m ɨ ɾ a	Kokama	6 7 4 7 5 7	AXBYBZ	JYMIRA	1	1.J.C 1.Y.V 1.M.C 1.I.V 1.R.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	67	j u m - ɨ ɾ a	67	c c c c c c	15-gen_j/j 95-2/u 12-gen_m/m 135-2/- 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 1001-1/a
2241	697	0	0	jeasseia			jeaseja	encolerizar-se com; zangado, ríspido	angry, mad, be angry (intr)	OL: Could also be /eʔa/?	2	76	[essé]									j e a s e j a	Tupinamba	6 7 7 3 7 6 7	AXYBYBZ	JEASEJA	3	3.J.C 3.E.V 3.A.V 3.S.C 3.E.V 3.J.C 3.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	69	j e a s e j a	69	c c c c c c c	32-15/- 50-e>a/a 137-1/j 11-deaffric/ts 19-gen_e/e 32-15/- 1111-fin_a_morph/a
2335	700	0	0	maramotara			maɾamotaɾa	enfurecer-se; furioso, feroz; fúria, raiva	angry, mad, be angry (intr)	EKL: (xe) is for the verb 'enfurecer-se'	2	84									(xe)	m a ɾ a m o t a ɾ a	Tupinamba	4 7 5 7 4 7 1 7 5 7	AXBYBYBYBZ	MARAMUTARA	3	3.M.C 3.A.V 3.R.C 3.A.V 3.M.C 3.U.V 3.T.C 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	68	m a ɾ a m o t a ɾ a	68	c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
2592	698	0	0	nhemoyrõ ~ jemoyrõ			jemoɨɾõ	agastar-se, indignar-se, raiva, ira	angry, mad, be angry (intr)	OL: Perhaps /-moʔɨrõ/? Also /ɲemoɨɾõ/.	2	77, 111										j e m o ɨ ɾ õ	Tupinamba	6 7 4 7 7 5 7	AXBYYBZ	JEMUIRU	3	3.J.C 3.E.V 3.M.C 3.U.V 3.I.V 3.R.C 3.U.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	0	67	j e m o ɨ ɾ õ	67	c c c c c c c	15-gen_j/j 95-2/u 12-gen_m/m 135-2/- 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 1001-1/a
2344	237	237	1	mbaé			mbaʔé	animals	animal		2	85	ind. cl. inf.									mb a ʔ é	Tupinamba	4 1 7 1 7	ACYBZ	MPAHE	3	3.M.C 3.P.C 3.A.V 3.H.C 3.E.V	2.0 1.5 1.3 1.75 0.8	0	70	mb a ʔ é	70	c c c c	25-mb>m/m 1-gen_a/a 13-glott_loss/- 34-fin_e>i/i
2348	1497	332	3	mbaé			mbaʔé	bicho	animal		2	85										mb a ʔ é	Tupinamba	4 1 7 1 7	ACYBZ	MPAHE	3	3.M.C 3.P.C 3.A.V 3.H.C 3.E.V	2.0 1.5 1.3 1.75 0.8	1	70	mb a ʔ é	70	c c c c	25-mb>m/m 1-gen_a/a 13-glott_loss/- 34-fin_e>i/i
547	58	0	0		tutuna		tutuna		ankle													t u t u n a	Omagua	1 7 1 7 4 7	AXBYBZ	TYTYNA	2	2.T.C 2.Y.V 2.T.C 2.Y.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	73	t u t u n a	73	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1183	87	0	0	pɨta muchuri			pɨta mutʃuɾi	tobillo	ankle		9	162								N.		p ɨ t a _ m u tʃ u ɾ i	Kokama	1 7 1 7 9 4 7 1 7 5 7	AXBZ_AXBYBZ	PITA_MYTYRI	1	1.P.C 1.I.V 1.T.C 1.A.V 1._._ 1.M.C 1.Y.V 1.T.C 1.Y.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	0	74	p ɨ t a _ m u tʃ u ɾ i	71 598	c c c c _ c c c c c c	0/n 0/n 0/n 0/n + 12-gen_m/m 5-gen_u/u 23-deaffric_i/tʃ 5-gen_u/u 3-gen_ɾ/ɾ 8-gen_i/i
1186	1123	78	1	pɨta tsapɨta			pɨta tsapɨta	tobillo, todo el contorno del pie	ankle		9	162								N.		p ɨ t a _ ts a p ɨ t a	Kokama	1 7 1 7 9 2 7 1 7 1 7	AXBZ_AXBYBZ	PITA_CAPITA	1	1.P.C 1.I.V 1.T.C 1.A.V 1._._ 1.C.C 1.A.V 1.P.C 1.I.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	0	71	p ɨ t a _ ts a p ɨ t a	71 0	c c c c _ c c c c c c	0/n 0/n 0/n 0/n + 0/n 0/n 0/n 0/n 0/n 0/n
2884	90	0	0	pynhuãcanga			pɨɲuãkaŋa	tornozelo	ankle		2	133										p ɨ ɲ u ã k a ŋ a	Tupinamba	1 7 4 7 7 1 7 4 7	AXBYYBYBZ	PINYAKANA	3	3.P.C 3.I.V 3.N.C 3.Y.V 3.A.V 3.K.C 3.A.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	0	72	p ɨ ɲ u ã k a ŋ a	72	c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
2748	1603	1162	3	pixyba			piʃɨβa	ungir	annoint		2	126										p i ʃ ɨ β a	Tupinamba	1 7 3 7 3 7	AXBYBZ	PISIBA	3	3.P.C 3.I.V 3.S.C 3.I.V 3.B.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	75	p i ʃ ɨ β a	75	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1715	1340	801	1	amboaé ~ amoaé			amboaé	outro, -a, -os, -as (e não êste, -a, etc.)	another	OL: See /aé/ comment. Also: /amoaé/	2	26										a mb o a é	Tupinamba	7 4 1 7 7 7	XMBYYZ	AMPUAE	3	3.A.V 3.M.c 3.P.C 3.U.V 3.A.V 3.E.V	1.5 1.1 1.75 1.3 1.3 0.8	0	76	a mb o a é	76	c c c c c	0/n 0/n 0/n 0/n 0/n
399	109	0	0		sasɨwa		sasɨwa		ant													s a s ɨ w a	Omagua	3 7 3 7 6 7	AXBYBZ	SASIWA	2	2.S.C 2.A.V 2.S.C 2.I.V 2.W.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	77	s a s ɨ w a	77	c c c c c c	92-2/ts 1-gen_a/a 11-deaffric/ts 9-gen_ɨ/ɨ 17-b>w/w 1-gen_a/a
395	112	0	0		saɾasaɾa		saɾasaɾa	ant sp.	ant sp.													s a ɾ a s a ɾ a	Omagua	3 7 5 7 3 7 5 7	AXBYBYBZ	SARASARA	2	2.S.C 2.A.V 2.R.C 2.A.V 2.S.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	80	s a ɾ a s a ɾ a	80	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
3041	151	0	0	tassyba			tasɨβa	vard. formiga	ant sp.		2	149										t a s ɨ β a	Tupinamba	1 7 3 7 3 7	AXBYBZ	TASIBA	3	3.T.C 3.A.V 3.S.C 3.I.V 3.B.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	79	t a s ɨ β a	77	c c c c c c	92-2/ts 1-gen_a/a 11-deaffric/ts 9-gen_ɨ/ɨ 17-b>w/w 1-gen_a/a
3042	152	0	0	tassypitanga			tasɨpitaŋa	vard. formiga	ant sp.		2	149										t a s ɨ p i t a ŋ a	Tupinamba	1 7 3 7 1 7 1 7 4 7	AXBYBYBYBZ	TASIPITANA	3	3.T.C 3.A.V 3.S.C 3.I.V 3.P.C 3.I.V 3.T.C 3.A.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	78	t a s ɨ p i t a ŋ a	78	c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
1240	154	0	0	tarapena			taɾapena	ichichimi aplanado o hormiga ichichimi, tipo de hormiga grande y de color negro	ant sp.		9	181								N.		t a ɾ a p e n a	Kokama	1 7 5 7 1 7 4 7	AXBYBYBZ	TARAPENA	1	1.T.C 1.A.V 1.R.C 1.A.V 1.P.C 1.E.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	81	t a ɾ a p e n a	81	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
1328	152	0	0	tsatsɨwa			tsatsɨwa	hormiga, término genérico	ant, generic term		9	210								N.		ts a ts ɨ w a	Kokama	2 7 2 7 6 7	AXBYBZ	CACIWA	1	1.C.C 1.A.V 1.C.C 1.I.V 1.W.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	82	ts a ts ɨ w a	77	c c c c c c	92-2/ts 1-gen_a/a 11-deaffric/ts 9-gen_ɨ/ɨ 17-b>w/w 1-gen_a/a
401	111	0	0		sasɨwa suni		sasɨwa suni	hormiga brava	ant@													s a s ɨ w a _ s u n i	Omagua	3 7 3 7 6 7 9 3 7 4 7	AXBYBZ_AXBZ	SASIWA_SYNI	2	2.S.C 2.A.V 2.S.C 2.I.V 2.W.C 2.A.V 2._._ 2.S.C 2.Y.V 2.N.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	83	s a s ɨ w a _ s u n i	77 0	c c c c c c _ c c c c	92-2/ts 1-gen_a/a 11-deaffric/ts 9-gen_ɨ/ɨ 17-b>w/w 1-gen_a/a + 0/n 0/n 0/n 0/n
402	165	0	0		sasɨwawaɾa		sasɨwawaɾa		anteater													s a s ɨ w a w a ɾ a	Omagua	3 7 3 7 6 7 6 7 5 7	AXBYBYBYBZ	SASIWAWARA	2	2.S.C 2.A.V 2.S.C 2.I.V 2.W.C 2.A.V 2.W.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	85	s a s ɨ w a w a ɾ a	85	c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
491	164	0	0		tamanu		tamanu		anteater													t a m a n u	Omagua	1 7 4 7 4 7	AXBYBZ	TAMANY	2	2.T.C 2.A.V 2.M.C 2.A.V 2.N.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	84	t a m a n u -	84	c c c c c c	7-gen_t/t 1-gen_a/a 12-gen_m/m 1-gen_a/a 35-nd>n/n 45-kok_u_loss/- 138-1/a
3032	227	0	0	tamanduá			tamanduá	tamanduá	anteater		2	148										t a m a nd u á	Tupinamba	1 7 4 7 4 1 7 7	AXBYMBYZ	TAMANTYA	3	3.T.C 3.A.V 3.M.C 3.A.V 3.N.c 3.T.C 3.Y.V 3.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	84	t a m a nd u á	84	c c c c c c c	7-gen_t/t 1-gen_a/a 12-gen_m/m 1-gen_a/a 35-nd>n/n 45-kok_u_loss/- 138-1/a
471	44	0	0		ʃikʷaɾa		ʃikʷaɾa		anus													ʃ + i + kʷ a ɾ a	Omagua	3 7 1 7 5 7	AXBYBZ	SIKARA	2	2.S.C 2.I.V 2.K.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	86	ʃ + i - - - - + kʷ - a ɾ a	952 347 1173	c + c + c c c c	23-deaffric_i/tʃ + 24-med_e>i/i 22-18/- 61-4/- 128-4/k 59-8/a + 54-kok_w_glide/k 130-3/u 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
814	58	0	0	chikakuara			tʃikakuaɾa	ano de personas o animales	anus		9	47								N.		tʃ + i k a + k u a ɾ a	Kokama	1 7 1 7 1 7 7 5 7	AXBYBYYBZ	TIKAKYARA	1	1.T.C 1.I.V 1.K.C 1.A.V 1.K.C 1.Y.V 1.A.V 1.R.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	0	86	tʃ + i - - k a + k u a ɾ a	952 347 1173	c + c c c + c c c c c	23-deaffric_i/tʃ + 24-med_e>i/i 22-18/- 61-4/- 128-4/k 59-8/a + 54-kok_w_glide/k 130-3/u 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
2101	68	0	0	eicuara			eikʷaɾa	pódice	anus	OL: Could be /ejkʷara/, although first element could be from *ewi?	2	54									(t)	e i + kʷ a ɾ a	Tupinamba	7 7 1 7 5 7	XYBYBZ	EIKARA	3	3.E.V 3.I.V 3.K.C 3.A.V 3.R.C 3.A.V	1.5 1.3 1.75 1.3 1.75 0.8	0	86	e - i - - + kʷ - a ɾ a	347 1173	c c + c c c c	24-med_e>i/i 22-18/- 61-4/- 128-4/k 59-8/a + 54-kok_w_glide/k 130-3/u 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
1206	1127	33	2	putu			putu	pulmón. También se usa para referirse a un cuerpo lleno de aire, que no pesa y que se mantiene a flote. Por ejemplo, las boyas de las redes, los pulmones de los peces o pollos, etc.	any light object that floats and is filled with air, like a buoy or fish lung		9	167								N.		p u t u	Kokama	1 7 1 7	AXBZ	PYTY	1	1.P.C 1.Y.V 1.T.C 1.Y.V	2.0 1.5 1.75 0.8	0	87	p u t u	87	c c c c	0/n 0/n 0/n 0/n
172	533	0	0		kakatupɪ		kakatupɪ		appear (intr)													k a k a t u p ɪ	Omagua	1 7 1 7 1 7 1 7	AXBYBYBZ	KAKATYPI	2	2.K.C 2.A.V 2.K.C 2.A.V 2.T.C 2.Y.V 2.P.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	88	k a k a t u p ɪ	88	c c c c c c c c	122-2/- 31-kok_simp/- 4-gen_k/k 1-gen_a/a 7-gen_t/t 5-gen_u/u 6-gen_p/p 19-gen_e/e
